corpus: preloaded/ententen20_tt31_1
subcorpus: English Wikipedia
size: 133618
query: Query:[lempos_lc="(love)-v"]
Reference,Sentence
wikipedia.org | <s> My father and mother came to love him very much. </s> 
wikipedia.org | <s> condolences: some poems of Catullus are solemn in nature. 96 comforts a friend in the death of a loved one; several others, most famously 101, lament the death of his brother. </s> 
wikipedia.org | <s> I love Rico, love working with him, and it was just as much fun as I thought it would be." </s> 
wikipedia.org | <s> But one of my favorite things about Charlie is that her heart is in the right place; she'd give her last breath for those she loves ." </s> 
wikipedia.org | <s> "I love danceable music, and I love big fat beats and I really dig rock 'n' roll", says Blackman. </s> 
wikipedia.org | <s> Ben from thescifichristian.com was not fond of the initial episodes with baby Connor because Angel wasted time "baby-talking," but he loved the development with teenage Connor, "The season ends with a great storyline as Connor returns and betrays Angel." </s> 
wikipedia.org | <s> He who hears that voice, which is God's greatest gift, in his innermost being and follows it, finds in it a friend at last, and he is never alone! ... That is what all great men have acknowledged in their works, all those who have thought a little more deeply and searched and worked and loved a little more than the rest, who have plumbed the depths of the sea of life." </s> 
wikipedia.org | <s> Viewers are always telling me that they love it when Danielle and Ronnie have a scene together – I think they're on the edge of their seats, waiting to see when Danielle is finally going to admit the truth about her identity." </s> 
wikipedia.org | <s> Retrieved November 3, 2019. there are composers that I love that have bridged that gap . I mean, most famously amongst them for me, John Adams and Philip Glass </s> 
wikipedia.org | <s> The Taken King is a testament to Bungie's craftsmanship and its ability to listen to the feedback from the players who both loved and hated year one." </s> 
wikipedia.org | <s> Virginia's mother said, "I loved Mac because of his fine qualities and because he was so good to me, but I couldn't see their two personalities living together in harmony." </s> 
wikipedia.org | <s> Having called Wikileaks "disgraceful" in 2010, Trump praised Wikileaks in October 2016, saying, "I love Wikileaks." </s> 
wikipedia.org | <s> We love Duke and Anna together too, and I thought originally, "We are really going to play it this way?" </s> 
wikipedia.org | <s> Of the role, Marron says, "I love seeing an out gay character who hasn't figured it all out. ... Ari not only feels flawed, but also a bit like he's still under construction." </s> 
wikipedia.org | <s> The relevant lyrics are: "I was born the day I met you/Lived a while when you loved me/Died a little when we broke apart//Yesterday, it would have mattered/Now today, it doesn't mean a thing/All my hopes and dreams are shattered now." </s> 
wikipedia.org | <s> "At its heart," said Chazelle, "this was a story about grief, about someone who lost a lot of people he loved , and what those losses did to him. </s> 
wikipedia.org | <s> information on civil defence or rescue preparations and on safety investigations, if the release would endanger rescue work, civil defence preparations, safety or security or their continued development, or would endanger getting information in future safety investigations, or would hurt the victims of an accident, their memory or their loved ones (8) </s> 
wikipedia.org | <s> "Mhysa": Jon tells Ygritte she always knew what he is, that they love each other, and Jon escapes while Ygritte shoots him three times. </s> 
wikipedia.org | <s> Lady Gaga is very specific in what she wears and even states that, "But in a sense, I portray myself in a very androgynous way, and I love androgyny." </s> 
wikipedia.org | <s> He was a critic but more importantly, he really loved movies, so, Gene, wherever you are, honey, here's to you." </s> 
wikipedia.org | <s> "At last, Kelly Clarksonr records a theme song for all her sports loving fans – Get Up (A Cowboys Anthem)". </s> 
wikipedia.org | <s> "The Gores love their new Gladstone, N.J., home, on nearly four acres of land with a 1.5-mile commute to the office. </s> 
wikipedia.org | <s> "Also, I love Gabe, played by the great Alex Corrado. #Gotham #bonsaitree" (Tweet) – via Twitter. </s> 
wikipedia.org | <s> The campaign proclaimed to consumers to ignore the "... trolls behind a keyboard", and "Audiences loved Gotti but critics don't want you to see it... </s> 
wikipedia.org | <s> Then we can't hear our brothers and sisters, or listen to their needs, letting them hear Paul or John as needed, so that they, too, can worship God with all their hearts and love their neighbors as themselves..." </s> 
wikipedia.org | <s> 1969 – "Duminica cuvintelor" (The Words of Sunday) by "Lumina" publishing house with illustrations by Igor Vieru, a book much loved by pre-schoolers, which is present in every kindergarten; </s> 
wikipedia.org | <s> " Love Don't You Go Through No Changes On Me" brought newcomers "Sister Sledge" into the national spotlight, placing them on: </s> 
wikipedia.org | <s> "I never looked back, I love the look of them, the efficiency... they are so easy to use, now I'm hooked!" </s> 
wikipedia.org | <s> In 2013, Complex ranked Heather as the 36th greatest heroine in video game history, stating that they still " love " her "despite the massive pile of fail known as Silent Hill Revelation 3D." </s> 
wikipedia.org | <s> "Never Again" (originally written in the aftermath of Fairport Convention's devastating tour bus crash in 1969) portrays an old man looking back on a life devastated by the unexpected loss of loved ones. </s> 
wikipedia.org | <s> "The @mnek remix of Holiday is here 🌅☀️ We love love love this remix, so turn it up for a night to remember 💛 lttlmx.com/HolidayRemixMNEK" (Tweet). </s> 
wikipedia.org | <s> had the impertinence, no, the hubris to utter those most terrifying of words, "I love you," what did they mean by them? </s> 
wikipedia.org | <s> His longtime rival Alexandru Macedonski was saddened by the news of his death, and, in a letter to Adevărul, argued that he preferred Caragiale's humor to that of the American Mark Twain, stressing that "e attacked each other often because we loved each other a lot." </s> 
wikipedia.org | <s> I love those, but Iron Man is refreshing in a way because it's something out of my realm of experiences." </s> 
wikipedia.org | <s> WIP 6610 - Bob Marley & The Wailers: "Could You Be Loved" b/w "One Drop", 1980; Could You Be Loved (12": 12WIP 6610) </s> 
wikipedia.org | <s> I love my life, and I love doing it, but it's not like, "Oh, I need this new thing." </s> 
wikipedia.org | <s> Carbstrong has also commented that "We can't love animals whilst we're consuming their flesh or paying for them to go into a slaughterhouse," and that "Slaughterhouse workers are a product of a sick society who want to consume animal flesh." </s> 
wikipedia.org | <s> "Expert mountain-climber, skater, skier, and tennis-player, chess enthusiast, voracious reader of everything new in non-fiction and anything exciting in murder mysteries, a stickler for accuracy and for the correct use of words, vigorous individualist and champion of justice and American democracy ... [who loved God through his fellow men" was how Tettemer was described by John Burton in the introduction to Tettemer's autobiography. </s> 
wikipedia.org | <s> A Woman of the Sea (1926, also known as The Sea Gull or Sea Gulls or The Woman who loved once, lost) </s> 
wikipedia.org | <s> He loved the truth of science, but he loved more the truths of the gospel of Jesus Christ ... He had a strong will, was pronounced in his opinions, but he was always submissive to the majority decisions of his brethren." </s> 
wikipedia.org | <s> Describing her as the girl who doesn't cut and run, additionally stating "It would take a lot for her to walk away from this relationship - she feels like this is the man she loves , she understands who she's married to - she knows she didn't marry a boy scout." </s> 
wikipedia.org | <s> Although Henry and Katie's friendship remained strong, Henry's portrayer Trent Dawson said that "Katie loved Henry, but she wasn't in love with him." </s> 
wikipedia.org | <s> Reading the report of Genesis 21:25, "And Abraham reproved Abimelech," Rabbi Jose ben Rabbi Hanina taught that reproof leads to love , as Proverbs 9:8 says, "Reprove a wise man, and he will love you." </s> 
wikipedia.org | <s> " Love her! </s> 
wikipedia.org | <s> He said the Taylors will "bring the breath of fresh air that" the Jackson family did upon their arrival and like other established, popular EastEnders families, they "will divide opinion, but within six months, I think the audience will love them" and "will help re-calibrate what the show is." </s> 
wikipedia.org | <s> He was paranoid of the game, convinced that the teachers were the enemy and that the Bugger War was fake so that all children with ability for command were in the hands of the International Fleet; however, he loved the game, so he stayed as a toon leader. </s> 
wikipedia.org | <s> She was so emotionally involved in his painting that one day Dewis wondered aloud whether his daughter would have loved him as much, "if I'd been a grocer." </s> 
wikipedia.org | <s> " Love Again" is a song by American recording artist Brandy and Canadian recording artist Daniel Caesar from Caesar's second album Case Study 01 and later, Brandy's seventh album B7. </s> 
wikipedia.org | <s> Oh Land discusses loving someone to a deeper extent as she ages: "I will wrap my arms around you and keep you from the cold / I will love you better when I'm old". </s> 
wikipedia.org | <s> " Love You Down" is the title of an R&B song written by Melvin Riley Jr. Riley's former band, Ready for the World, originally recorded the song in 1986 and released it as the lead single from their second album, Long Time Coming produced by Gary Spaniola. </s> 
wikipedia.org | <s> "Love Your Love the Most" is a mid-tempo song in which the male narrator lists off various objects that he likes (e.g. "Yes, I love good cold beer / And mustard on my fries / I love a good loud honky-tonk / That rocks on Friday nights"). </s> 
wikipedia.org | <s> , words which echo Moses' declaration to the people of Israel in Deuteronomy 7:13: " will love you and bless you and multiply you; He will also bless the fruit of your womb". </s> 
wikipedia.org | <s> Beyoncé sings the line as "Hold up, they don't love you like I love you," which was based on a 2011 tweet from Vampire Weekend frontman Ezra Koenig paraphrasing "Maps." </s> 
wikipedia.org | <s> Haggard also had an interest in jazz music, and stated in an interview in 1986 that he wanted to be remembered as "the greatest jazz guitar player in the world that loved to play country." </s> 
wikipedia.org | <s> We have a song called 'Violent Pornography' in System of a Down, and the lyrics are: 'It's a non-stop disco/Betcha didn't know/Betcha didn't know ...' That line means, 'I love disco, betcha didn't know.' </s> 
wikipedia.org | <s> "Burn Out" is a classic country heartbreak song that describes a guy who was consumed by a girl that he was so in love with. </s> 
wikipedia.org | <s> However, Professor Elemental had a short appearance in Mr. B's music video for the song "Just Like a Chap", of which Professor Elemental said "Much as I hate to admit it, I bloody love that video and am jolly glad let me gate crash." </s> 
wikipedia.org | <s> Those who have been waiting for more of what Plumb does best will find a lot to love in Need You Now, as it shows off the many sides of Tiffany Lee and makes another strong entry in her career's beautiful history." </s> 
wikipedia.org | <s> Joel famously played the song at The Concert for New York City, the October 2001 benefit concert for the New York City Fire and Police Departments and the loved ones of families of first responders lost during the terrorist attack on New York City on 9/11. </s> 
wikipedia.org | <s> Nicola and I always joke around saying we want to make these tee shirts that say "fuck fashion" on them because we love fashion so much but in another way we want to explode it, ruin it and recreate it, then ruin it again and recreate it because I don't want any status attached to fashion. </s> 
wikipedia.org | <s> "Seven friends, struggling with late 20s, early 30s life, find themselves in terrifying danger when a long dead loved one is magically resurrected and starts devouring souls. </s> 
wikipedia.org | <s> But chemistry among Nick, Kate and Zoe is curiously lacking, except when we sense some fondness–not really love –between Zoe and her potential new dad ... the characters seem to feel more passion for food than for each other." </s> 
wikipedia.org | <s> Parmentel was associated in several ventures with the novelist Norman Mailer (who said of him, according to Dunne, "I must love him, otherwise I'd kill him," but who spoke of Parmentel as "a marvelously funny guy." </s> 
wikipedia.org | <s> ^ Sheridan Morley, notes for First Night CD of 1994 London cast recording of She Loves Me. The Beatles' record, She Loves You, was a massive hit in 1963. </s> 
wikipedia.org | <s> She added, " found someone to love her quirks and all, which made her perfectly OK with being exactly who she is." </s> 
wikipedia.org | <s> "One way you can help is to find a child who needs somebody older in their life who can put their arm around them and say, "I love you," "There's hope for you," "What can I do to help you succeed in America?' </s> 
wikipedia.org | <s> Nguyen Thi Dinh was a good person for the people of Ben Tre that hundred of thousands took to the street in the memory of her love the people of Vietnam and especially Ben Tre </s> 
wikipedia.org | <s> "I love my golf but because of my arthritis, I've not played much in the last two years, if any. </s> 
wikipedia.org | <s> ^ "We The Kingdom on Instagram: "We are grateful that this day is here and that our new single, "God So Loved ", from our upcoming record is out. </s> 
wikipedia.org | <s> Miluju tě k zbláznění (I love you madly; samizdat, 1988) / Topol's first collection of poetry, published in samizdat, received the Tom Stoppard Prize for Unofficial Literature (founded in 1983 by Tom Stoppard and awarded by the Charta 77 Foundation in Stockholm); first non-samizdat edition published by Atlantis in 1990. </s> 
wikipedia.org | <s> When Ergaste tells the Marquise that he loves her she then responds, "I believe you; but have you never loved anyone more than me?" </s> 
wikipedia.org | <s> So that you understand completely that the path of our lives is crossed by terrible demons, and that we should raise our hands to God in supplication, begging him, begging him fervently to defend us from them, to defend our loved ones from them!" </s> 
wikipedia.org | <s> Cricket has a crush on Goat, and while she has hugged him (and Banana/Pig simultaneously) and said she loves him, this can simply be behavior towards a pal. </s> 
wikipedia.org | <s> Daly points out that the initiative is entirely with the Father who " loved us and sent his Son as expiation for our sins" (1 John 4:10 NAB), and that "when we see the sacrifice of Christ and the sacrifice of the Mass as a Trinitarian event, we see that, strictly speaking, there are no recipients." </s> 
wikipedia.org | <s> She forlornly hopes that "you still love me" – "quelqu'un m'a dit / Que tu m'aimais encore," ("Somebody told me / that you loved me still") – recalling that somebody told her, but she cannot remember who. </s> 
wikipedia.org | <s> The result is a three-ring sideshow in the snow ..." The Denver Post described Telluride Smile as "a wonderfully bittersweet and entertaining satire of the state we all know and love ." </s> 
wikipedia.org | <s> Suppose that she really begins to believe that I am a deceiver, suppose she falls in love with someone else, something which in many respects I naturally wish would happen – suppose that she then suddenly comes to know that I have really loved her, that I did this out of love for her, out of a deep conviction that it would never work, or in any case that with the greatest joy in the world and gratitude to God I would share all my joy with her, but not my sorrow – alas, the last can be worse than the first." </s> 
wikipedia.org | <s> This makes God out to be a lying trickster who doesn't love us enough to tell us what He expects us to do." </s> 
wikipedia.org | <s> Martensen told his father he thought that life was slipping away, that he thought it was his time, that he loved him, and that was going to remove the oxygen; Martensen's father replied, "thank you." </s> 
wikipedia.org | <s> The Times gave it a score of four stars out of five and called it "a third-person shooter with smooth, detailed graphics, and a learning curve set so beautifully that even non-shooter fans should love it." </s> 
wikipedia.org | <s> Short-stay breaks for people who are cared for in their own homes so that families can have a rest from taking care of a loved one </s> 
wikipedia.org | <s> Podcasts appeared up and down the fest lineup, with live recordings of The West Wing Weekly with Joshua Malina and Hrishikesh Hirway and special guest Bradley Whitford; StarTalk Live with Bill Nye the Science Guy and Eugene Mirman and guests Claudia O'Doherty and Ariel Waldman; Judge John Hodgman with musical guest Sara Watkins; Nerdist Podcast with Chris Hardwick, Matt Mira, and Jonah Ray and guest Nathan Fillion; I Seem Fun: The Diary of Jen Kirkman Podcast; The JV Club with Janet Varney and guests Rachel Dratch, Jon Hamm and musical guest Matt Nathanson; Stuff You Should Know with Josh Clark and Chuck Bryant; Crybabies with Susan Orlean and Sarah Thyre and guest Mary Roach; Doug Loves Movies with Doug Benson; How To Be Amazing with Michael Ian Black and guest Grace Helbig; Harmontown with Dan Harmon and Jeff B. Davis; Spontaneanation with Paul F. Tompkins and guests Eugene Cordero, Tawny Newsome, Eban Schletter, Janet Varney, and Busy Philipps; Audible presents Hold On with Eugene Mirman with guests Marina Franklin, Busy Philipps, Andy Richter and Alice Wetterlund; Come To Papa with Tom Papa; Comedy Film Nerds; Doughboys with Mike Mitchell and Nick Wiger; Guys We F@#ked: The Experience; Hello From the Magic Tavern; Hound Tall with Moshe Kasher; Illogical Contraption; improv4humans with Matt Besser ; International Waters with Dave Holmes; John Hodgman and Adam Savage: A Spin-A-Wheel Conversation; Jordan, Jesse, Go! with guest Travis McElroy; Kevin McDonald's Kevin McDonald Show; Kill Tony with Tony Hinchcliffe and Brian Redban; Pop My Culture: The Final Episode with Cole Stratton and Vanessa Ragland and guests Paul F. Tompkins, Samm Levine, and Rhett Miller; Rock Solid with Pat Francis and special guest "Weird Al" Yankovic 
wikipedia.org | <s> With regards to international performance, the challenges of performing at a festival halfway around the globe are defined thus: "Fury mentioned that learning to say "Scatterheart loves you!" </s> 
wikipedia.org | <s> We love Ronny who is a fantastic drummer in his own right, but have had to realise our musical differences and preferences which, while considering the chemistry of the band and its future, became too great to continue with." </s> 
wikipedia.org | <s> British Prime Minister Alec Douglas-Home made a gaffe in February 1964: his speechwriters, trying to make him appear in touch with popular culture, wrote him the line, "I'm too modest to claim the country loves us, but you know that can't be bad." </s> 
wikipedia.org | <s> This is especially common in some words that historically had ⟨f⟩ instead of ⟨v⟩, such as give and love ; in Old English, /f/ became /v/ when it appeared between two vowels (OE giefan, lufu), while a geminated ⟨ff⟩ lost its doubling to yield /f/ in that position. </s> 
wikipedia.org | <s> As she loved the vibe and was amazed by how one person can transfer his energy to an entire crowd with music, she realized that "when you are a DJ, you have this special connection with people, I think that's amazing!" </s> 
wikipedia.org | <s> The flashes of memory became more intense, and Steve, with Kayla holding on to him in an attempt to snap him out of his erratic state, fell; catching his breath, he realized Kayla could be the love of his life, his memory had returned, telling Kayla tearfully, "I remember loving you!" </s> 
wikipedia.org | <s> "Check Yes or No" and "I Know She Still Loves Me" were both released from this set as singles. </s> 
wikipedia.org | <s> "At first we listened to Television, 13th Floor Elevators, Doors, Magazine, Bunnymen etc.. and we just copied that, but we also loved P-funk and it was seeing the Mondays that really had a big influence on us, they showed us you could be anyone and do twisted funk, when Wags got a wah-wah pedal that changed us, then all the Chicago house stuff at the Hacienda, at first we kind of shunned it, but it was Acid House with the synths that we 'got' and then it was like a new dawn happen and old dirty mac Manchester, lost the industrial edge and became more Day-Glo." </s> 
wikipedia.org | <s> I love how after picking a bloody molar out of his hair he feels the need to share that he is having a 'really stressful day.' </s> 
wikipedia.org | <s> Speaking on the album in 2000, Wonder said, "It wasn't so much that I wanted to say anything except where I wanted to just express various many things that I felt–the political point of view that I have, the social point of view that I have, the passions, emotion and love that I felt, compassion, the fun of love that I felt, the whole thing in the beginning with a joyful love and then the pain of love." </s> 
wikipedia.org | <s> "Why I left what I loved to do, for those I love the most, only to discover what I love to do even more than wrestling... </s> 
wikipedia.org | <s> Some of the show's catchphrases, such as "I love it when a plan comes together", "Hannibal's on the jazz", and "I ain't gettin' on no plane!" </s> 
wikipedia.org | <s> "The Appeal doesn't go too far left to make Gucci Mane's detractors change their minds, and it doesn't go too far right to make his fans love him any more than they already do. </s> 
wikipedia.org | <s> The bottom line is this: fans of the Zimmer style will love it, fans and of the current Batman style will love it, whereas anyone whose musical tastes tend to veer towards the predominantly orchestral will find a great deal of it boring, or unpalatable, or both." </s> 
wikipedia.org | <s> 'The Flavour Thesaurus' fills a very wide gap in the market- a book for those who not only love to eat, but, perhaps more importantly, to think. </s> 
wikipedia.org | <s> "(Remember Me) I'm the One Who Loves You" (1956) – (Remake of the Stuart Hamblen c/w hit) </s> 
wikipedia.org | <s> " While his parents overcame cancer, he began to focus on the concept of a young man saving a loved one from a life-threatening disease. </s> 
wikipedia.org | <s> " would love to have had "Sleepy Hamlet" which was in the can and "The Golden Calf Played Rock 'n' Roll" which was recorded but not used " </s> 
wikipedia.org | <s> Lin Dandan of the Southern Metropolis Daily has given the drama a four out of five stars, lauded that the drama has "captivating court room scenes in every episode, allowing those who love legal dramas to enjoy it to the max." </s> 
wikipedia.org | <s> Frank Scheck of the Hollywood Reporter wrote that the show "plays like an overconceived concert, with Tharp's choreography, as vibrant and physical as it is here, lacking the variety of her earlier work"; Scott Brown of Entertainment Weekly called the production "utterly wrongheaded," with Tharp demonstrating that "she clearly has no choreographic bond with music"; Rob Sheffield of Rolling Stone wrote that "t's hard to describe the show without making it sound like a stoned nightmare," and that "the Broadway belters have no feel for Dylan's meter or melodies; they just ham up the songs with dumb touches like Ahrab grinding his hips as he sings, 'She makes love just like a woman!' </s> 
wikipedia.org | <s> "I go back to Nebraska to photograph cranes on the Platte because that's where I grew up, and I love cranes, and I love being there." </s> 
wikipedia.org | <s> The release drew interest from the likes of Revolt TV who described Fred as a "well-rounded artist who can not only pen the songs you love , but deliver sonically as well." </s> 
wikipedia.org | <s> "In an email sent in August, Lambesis told his wife he had been having an affair and no longer loved her the prosecutor said in court. </s> 
wikipedia.org | <s> "To All the Girls I've Loved Before" went to number one on the country chart, and was one of two entries on the country chart for Julio Iglesias and Willie Nelson as duo (the second was "Spanish Eyes", which peaked at #8 in late 1988). </s> 
wikipedia.org | <s> Some queer heterosexuals are strongly aligned with queer community, culture, politics, and activism but happen to love and lust after people of a different gender. </s> 
wikipedia.org | <s> We know we have the backing of all the political forces, the 42 million Italians who love football, the public authorities, football clubs and the business world." </s> 
wikipedia.org | <s> "Joyful, Joyful", "Blessed Redeemer", and "Glorious Day (Living He Loved Me)" were adopted from classic hymns. </s> 
wikipedia.org | <s> According to Daniel Kreps of Rolling Stone that could be seen in the lines of the chorus, "I don't know why I cry / But I think it's cause I remember for the first time / Since I hated you / That I used to love you." </s> 
wikipedia.org | <s> Antiquiet gave it 4 1/2 stars out of 5 and declared that "Kasabian has found a way to channel everything you love about The Rolling Stones, Led Zeppelin and Radiohead while still keeping the unique sound that sets them apart from the contemporaries like Coldplay, Muse and The Killers." </s> 
wikipedia.org | <s> Newton has stated, "My two loves in life, from the time I can remember, were music and horses, and I couldn't decide which I loved more." </s> 
wikipedia.org | <s> I also wanted her children to have a complete understanding of who I was - not a harsh stern grand parent but one that was fun and would love them and be good to know so We Laughed, relaxed and free." </s> 
wikipedia.org | <s> In an interview with MTV, Shinoda stated why he chose to write from that point of view, saying "A lot of people do songs about being on the road, and I wanted to do this song about the opposite perspective: the people who are at home, your family, your friends, your loved ones who are at home." </s> 
wikipedia.org | <s> He did not cancel a scheduled performance and within hours of his ex-wife's sudden death, an audience in Mississippi observed as Brown blew kisses skyward, tearfully saying: "I love you, Whitney." </s> 
wikipedia.org | <s> He justified his action by claiming it might hurt Wilton families "who had lost loved ones or who had individuals serving as we speak," and that there was not enough classroom and rehearsal time to ensure it would provide "a legitimate instructional experience for our students." </s> 
